Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
1, 23882, 2643, 10047200, 1013922, 2471561, 5161569, 26632 
425, 23839, 32, 121600, 4604, 9674, 86146, 757 
426, 23839, 1, 3800, 359, 721, 3593, 7 
427, 23839, 1, 0, 351, 721, 3165, 3 
428, 23839, 1, 3800, 352, 721, 3341, 4 
429, 23839, 28, 110200, 3371, 6287, 59701, 1393 
430, 23839, 1, 3800, 353, 719, 3240, 0 
431, 23839, 1, 3800, 350, 719, 3212, 1 
432, 23839, 1, 3800, 356, 719, 3602, 2 
433, 23839, 6, 26600, 3040, 6907, 21883, 51 
434, 23839, 1, 3800, 353, 721, 3447, 4 
435, 23839, 1, 3800, 352, 721, 3328, 1 
436, 23839, 1, 3800, 352, 721, 3328, 2 
437, 23839, 19, 72200, 3355, 6287, 45803, 688 
438, 23839, 1, 3800, 345, 719, 2713, 0 
